strain	date	predicted_date	variant
sequence_muji	2021.92054794521	2021.92328767123	Alpha
sequence_mukc	2021.93150684932	2021.93698630137	Alpha
sequence_mukq	2021.3698630137	2021.37534246575	Delta
sequence_mupc	2021.88219178082	2021.88493150685	Omicron
sequence_mupz	2021.51506849315	2021.52054794521	Delta
sequence_muqv	2021.7095890411	2021.71506849315	Alpha
sequence_murq	2021.34794520548	2021.35068493151	Alpha
sequence_muse	2021.88767123288	2021.8904109589	Omicron
sequence_muto	2021.84657534247	2021.84931506849	Alpha
sequence_muwo	2021.99726027397	2022	Delta
sequence_muwp	2021.89863013699	2021.90136986301	Alpha
sequence_muxi	2021.9698630137	2021.97534246575	Alpha
sequence_muya	2021.84657534247	2021.84931506849	Alpha
sequence_muyz	2021.92328767123	2021.92876712329	Delta
sequence_muzw	2021.89589041096	2021.90136986301	Alpha
sequence_mvbd	2021.99452054795	2022	Omicron
sequence_mvbh	2021.58630136986	2021.59178082192	Delta
sequence_mvbz	2021.42191780822	2021.42465753425	Omicron
sequence_mvcq	2021.92876712329	2021.93424657534	Omicron
sequence_mvdt	2021.92876712329	2021.93150684932	Delta
sequence_mven	2021.89315068493	2021.89863013699	Delta
sequence_mvgj	2021.28767123288	2021.29315068493	Alpha
sequence_mvhp	2021.84383561644	2021.84657534247	Delta
sequence_mvhz	2021.66849315068	2021.67123287671	Alpha
sequence_mvia	2021.64383561644	2021.64657534247	Omicron
sequence_mvio	2021.61917808219	2021.62191780822	Omicron
sequence_mvjn	2021.91780821918	2021.92328767123	Omicron
sequence_mvkr	2021.2301369863	2021.23287671233	Alpha
sequence_mvkw	2021.16712328767	2021.17260273973	Delta
sequence_mvlp	2021.05753424658	2021.0602739726	Delta
sequence_mvoj	2021.81917808219	2021.82191780822	Alpha
sequence_mvpw	2021.92876712329	2021.93150684932	Omicron
sequence_mvpz	2021.35342465753	2021.35616438356	Omicron
sequence_mvqi	2021.87671232877	2021.88219178082	Omicron
sequence_mvro	2021.4301369863	2021.43561643836	Alpha
sequence_mvsl	2021.22191780822	2021.22465753425	Delta
sequence_mvxb	2021.90410958904	2021.90684931507	Delta
sequence_mvzb	2021.90410958904	2021.9095890411	Alpha
sequence_mwah	2021.60273972603	2021.60547945205	Delta
sequence_mwdb	2021.9095890411	2021.91232876712	Omicron
sequence_mwdz	2021.87123287671	2021.87671232877	Delta
sequence_mwfu	2021.43287671233	2021.43835616438	Alpha
sequence_mwfv	2021.01643835616	2021.02191780822	Omicron
sequence_mwij	2021.07671232877	2021.07945205479	Omicron
sequence_mwiy	2021.68219178082	2021.68767123288	Delta
sequence_mwjh	2021.79452054795	2021.79726027397	Alpha
sequence_mwjr	2021.6904109589	2021.69315068493	Delta
sequence_mwlo	2021.87123287671	2021.87397260274	Delta
sequence_mwoq	2021.18082191781	2021.18356164384	Alpha
sequence_mwqh	2021.97534246575	2021.97808219178	Omicron
sequence_mwrf	2021.87671232877	2021.87945205479	Alpha
sequence_mwtb	2021.97534246575	2021.97808219178	Omicron
sequence_mwtz	2021.82739726027	2021.83287671233	Delta
sequence_mwyc	2021.10136986301	2021.10410958904	Omicron
sequence_mwzu	2021.96164383562	2021.96712328767	Delta
sequence_mxap	2021.80547945205	2021.81095890411	Delta
sequence_mxbu	2021.83835616438	2021.84383561644	Omicron
sequence_mxda	2021.27123287671	2021.27397260274	Alpha
sequence_mxef	2021.14520547945	2021.14794520548	Delta
sequence_mxez	2021.1095890411	2021.11506849315	Alpha
sequence_mxfg	2021.91780821918	2021.92054794521	Alpha
sequence_mxfo	2021.01369863014	2021.01643835616	Alpha
sequence_mxgy	2021.90684931507	2021.91232876712	Alpha
sequence_mxhz	2021.69315068493	2021.69589041096	Omicron
sequence_mxin	2021.5698630137	2021.57260273973	Omicron
sequence_mxiq	2021.54794520548	2021.55342465753	Delta
sequence_mxiw	2021.55342465753	2021.55616438356	Delta
sequence_mxje	2021.79726027397	2021.8	Delta
sequence_mxjq	2021.68219178082	2021.68767123288	Delta
sequence_mxjw	2021.44931506849	2021.45479452055	Alpha
sequence_mxkv	2021.56438356164	2021.5698630137	Omicron
sequence_mxkw	2021.3095890411	2021.31232876712	Omicron
sequence_mxni	2021.42465753425	2021.42739726027	Omicron
sequence_mxnp	2021.85479452055	2021.8602739726	Delta
sequence_mxnz	2021.09315068493	2021.09863013699	Omicron
sequence_mxpu	2021.84931506849	2021.85479452055	Alpha
sequence_mxqs	2021.49315068493	2021.49589041096	Omicron
sequence_mxwe	2021.29315068493	2021.29863013699	Delta
sequence_mxwk	2021.08767123288	2021.0904109589	Delta
sequence_myag	2021.80821917808	2021.81095890411	Alpha
sequence_myai	2021.52876712329	2021.53424657534	Omicron
sequence_myan	2021.90136986301	2021.90684931507	Delta
sequence_mycl	2021.9698630137	2021.97534246575	Omicron
sequence_mycv	2021.72602739726	2021.73150684932	Omicron
sequence_myel	2021.9095890411	2021.91232876712	Alpha
sequence_myfa	2021.69589041096	2021.69863013699	Omicron
sequence_myfc	2021.05753424658	2021.06301369863	Omicron
sequence_mygb	2021.93150684932	2021.93698630137	Delta
sequence_mygq	2021.92602739726	2021.93150684932	Delta
sequence_myhc	2021.59178082192	2021.59726027397	Omicron
sequence_myjd	2021.79726027397	2021.80273972603	Delta
sequence_myjn	2021.95342465753	2021.95616438356	Alpha
sequence_myor	2021.39726027397	2021.4	Delta
sequence_mypf	2021.61643835616	2021.61917808219	Omicron
sequence_mypq	2021.81369863014	2021.81917808219	Omicron
sequence_myqu	2021.84383561644	2021.84657534247	Omicron
sequence_mysp	2021.64657534247	2021.65205479452	Omicron
sequence_mytg	2021.94794520548	2021.95342465753	Alpha
sequence_myto	2021.87123287671	2021.87397260274	Delta
sequence_myup	2021.83287671233	2021.83835616438	Alpha
sequence_myuz	2021.92602739726	2021.92876712329	Delta
sequence_myvf	2021.00273972603	2021.00821917808	Alpha
sequence_mzao	2021.84383561644	2021.84657534247	Omicron
sequence_mzck	2021.82191780822	2021.82739726027	Alpha
sequence_mzcp	2021.90684931507	2021.91232876712	Delta
sequence_mzde	2021.41917808219	2021.42191780822	Delta
sequence_mzdr	2021.06301369863	2021.06849315068	Delta
sequence_mzet	2021.38082191781	2021.38630136986	Alpha
sequence_mzfy	2021.90410958904	2021.9095890411	Alpha
sequence_mzgj	2021.87397260274	2021.87945205479	Omicron
sequence_mzgk	2021.65205479452	2021.65479452055	Omicron
sequence_mzji	2021.07123287671	2021.07397260274	Alpha
sequence_mzjq	2021.29315068493	2021.29589041096	Delta
sequence_mzjw	2021.00821917808	2021.01095890411	Alpha
sequence_mzkd	2021.34246575342	2021.34794520548	Alpha
sequence_mzlk	2021.98630136986	2021.99178082192	Omicron
sequence_mzln	2021.24109589041	2021.24383561644	Alpha
sequence_mzly	2021.93424657534	2021.9397260274	Omicron
sequence_mzog	2021.96438356164	2021.9698630137	Delta
sequence_mzop	2021.6301369863	2021.63561643836	Delta
sequence_mzpo	2021.83835616438	2021.84383561644	Omicron
sequence_mzqu	2021.53150684932	2021.53424657534	Alpha
sequence_mzrb	2021.98630136986	2021.99178082192	Omicron
sequence_mzwf	2021.84657534247	2021.85205479452	Delta
sequence_mzwk	2021.92602739726	2021.93150684932	Omicron
sequence_mzxb	2021.27671232877	2021.27945205479	Delta
sequence_mzxq	2021.25205479452	2021.25753424658	Delta
sequence_mzys	2021.2301369863	2021.23287671233	Alpha
sequence_nabl	2021.98630136986	2021.98904109589	Delta
sequence_nach	2021.81917808219	2021.82191780822	Delta
sequence_naek	2021.92328767123	2021.92876712329	Alpha
sequence_naer	2021.97534246575	2021.98082191781	Delta
sequence_nafe	2021.86575342466	2021.86849315069	Delta
sequence_nagt	2021.3698630137	2021.37534246575	Omicron
sequence_naij	2021.25479452055	2021.2602739726	Omicron
sequence_nair	2021.96164383562	2021.96438356164	Delta
sequence_nakc	2021	2021.00547945205	Delta
sequence_nakv	2021.19452054795	2021.2	Omicron
sequence_naoe	2021.83561643836	2021.83835616438	Delta
sequence_naor	2021.95616438356	2021.95890410959	Alpha
sequence_naqe	2021.62191780822	2021.62465753425	Alpha
sequence_naqr	2021.89589041096	2021.90136986301	Omicron
sequence_narc	2021.39726027397	2021.4	Alpha
sequence_natz	2021.96712328767	2021.9698630137	Alpha
sequence_naub	2021.85479452055	2021.8602739726	Alpha
sequence_navc	2021.95616438356	2021.95890410959	Alpha
sequence_navf	2021.87671232877	2021.87945205479	Omicron
sequence_nawz	2021.80821917808	2021.81369863014	Omicron
sequence_nayx	2021.96712328767	2021.97260273973	Delta
sequence_nazp	2021.95342465753	2021.95890410959	Delta
sequence_nazy	2021.80821917808	2021.81369863014	Alpha
sequence_nbaz	2021.92602739726	2021.93150684932	Delta
sequence_nbcd	2021.58082191781	2021.58356164384	Omicron
sequence_nbdf	2021.72054794521	2021.72602739726	Delta
sequence_nbdw	2021.53424657534	2021.53698630137	Omicron
sequence_nbei	2021.83835616438	2021.84383561644	Alpha
sequence_nbel	2021.2301369863	2021.23561643836	Omicron
sequence_nbfy	2021.64931506849	2021.65205479452	Omicron
sequence_nbga	2021.05205479452	2021.05479452055	Alpha
sequence_nbjq	2021.5698630137	2021.57534246575	Alpha
sequence_nbju	2021.92328767123	2021.92876712329	Alpha
sequence_nblj	2021.43287671233	2021.43561643836	Alpha
sequence_nblu	2021.27671232877	2021.28219178082	Delta
sequence_nbmp	2021.68767123288	2021.6904109589	Alpha
sequence_nboq	2021.28493150685	2021.2904109589	Omicron
sequence_nbsk	2021.63561643836	2021.64109589041	Alpha
sequence_nbsl	2021.84931506849	2021.85205479452	Delta
sequence_nbua	2021.58904109589	2021.59452054795	Alpha
sequence_nbuz	2021.62739726027	2021.6301369863	Alpha
sequence_nbve	2021.82465753425	2021.8301369863	Omicron
sequence_nbvj	2021.71506849315	2021.71780821918	Delta
sequence_nbxq	2021.85479452055	2021.8602739726	Delta
sequence_nbyj	2021.8602739726	2021.86301369863	Delta
sequence_ncak	2021.79726027397	2021.80273972603	Omicron
sequence_ncbz	2021.51780821918	2021.52328767123	Omicron
sequence_ncfg	2021.38082191781	2021.38356164384	Delta
sequence_ncgj	2021.47945205479	2021.48493150685	Delta
sequence_ncgs	2021.9095890411	2021.91506849315	Delta
sequence_nchj	2021.64657534247	2021.64931506849	Omicron
sequence_ncim	2021.84383561644	2021.84931506849	Alpha
sequence_ncjk	2021.48767123288	2021.4904109589	Delta
sequence_ncjm	2021.83561643836	2021.83835616438	Delta
sequence_ncjy	2021.7095890411	2021.71506849315	Omicron
sequence_nckb	2021.84931506849	2021.85205479452	Alpha
sequence_nckh	2021.96712328767	2021.97260273973	Delta
sequence_nckr	2021.92876712329	2021.93150684932	Alpha
sequence_ncks	2021.52054794521	2021.52328767123	Delta
sequence_ncla	2021.63287671233	2021.63561643836	Alpha
sequence_ncld	2021.9397260274	2021.94520547945	Delta
sequence_ncmw	2021.84383561644	2021.84657534247	Delta
sequence_ncod	2021.6	2021.60547945205	Delta
sequence_ncoh	2021.64383561644	2021.64931506849	Alpha
sequence_ncok	2021.69315068493	2021.69589041096	Delta
sequence_ncqz	2021.78356164384	2021.78630136986	Delta
sequence_ncru	2021.08219178082	2021.08493150685	Delta
sequence_ncts	2021.04383561644	2021.04931506849	Delta
sequence_ncuw	2021.94246575342	2021.94520547945	Alpha
sequence_ncux	2021.94794520548	2021.95068493151	Alpha
sequence_ncwe	2021.99178082192	2021.99726027397	Omicron
sequence_ndar	2021.87397260274	2021.87671232877	Omicron
sequence_ndcl	2021.39178082192	2021.39726027397	Alpha
sequence_ndea	2021.58630136986	2021.59178082192	Omicron
sequence_ndef	2021.67945205479	2021.68219178082	Delta
sequence_ndew	2021.93150684932	2021.93698630137	Delta
sequence_ndfc	2021.93424657534	2021.9397260274	Delta
sequence_ndfz	2021.43561643836	2021.44109589041	Alpha
sequence_ndiv	2021.86849315069	2021.87397260274	Delta
sequence_ndjm	2021.89589041096	2021.89863013699	Omicron
sequence_ndlg	2021.92328767123	2021.92602739726	Alpha
sequence_ndlq	2021.13424657534	2021.13698630137	Delta
sequence_ndmh	2021.64931506849	2021.65205479452	Delta
sequence_ndot	2021.38356164384	2021.38904109589	Delta
sequence_ndou	2021.77260273973	2021.77534246575	Delta
sequence_ndow	2021.16164383562	2021.16438356164	Delta
sequence_ndpc	2021.53698630137	2021.5397260274	Omicron
sequence_ndpw	2021.95616438356	2021.96164383562	Delta
sequence_ndpy	2021.87671232877	2021.87945205479	Delta
sequence_ndqi	2021.14794520548	2021.15342465753	Omicron
sequence_ndsc	2021.82465753425	2021.82739726027	Delta
sequence_ndsp	2021.7698630137	2021.77260273973	Omicron
sequence_ndsx	2021.92328767123	2021.92876712329	Delta
sequence_ndth	2021.91780821918	2021.92054794521	Alpha
sequence_nebf	2021.0904109589	2021.09315068493	Alpha
sequence_nebs	2021.89315068493	2021.89863013699	Alpha
sequence_necv	2021.64931506849	2021.65479452055	Alpha
sequence_nedh	2021.88219178082	2021.88493150685	Omicron
sequence_nedp	2021.15890410959	2021.16438356164	Omicron
sequence_nefv	2021.56712328767	2021.5698630137	Omicron
sequence_nehd	2021.2602739726	2021.26301369863	Omicron
sequence_nehz	2021.8904109589	2021.89315068493	Delta
sequence_neip	2021.05205479452	2021.05479452055	Delta
sequence_nejb	2021.93424657534	2021.93698630137	Delta
sequence_nejw	2021.89589041096	2021.90136986301	Delta
sequence_nelh	2021.00273972603	2021.00821917808	Alpha
sequence_nels	2021.89589041096	2021.89863013699	Omicron
sequence_nemh	2021.85479452055	2021.8602739726	Omicron
sequence_nequ	2021.90136986301	2021.90410958904	Delta
sequence_nesm	2021.33424657534	2021.3397260274	Omicron
sequence_neub	2021.6301369863	2021.63287671233	Delta
sequence_nevd	2021.93698630137	2021.9397260274	Omicron
sequence_newl	2021.97260273973	2021.97534246575	Alpha
sequence_newx	2021.08219178082	2021.08493150685	Omicron
sequence_nexb	2021.90410958904	2021.9095890411	Delta
sequence_nfbg	2021.84109589041	2021.84657534247	Delta
sequence_nfbp	2021.0301369863	2021.03287671233	Omicron
sequence_nfdb	2021.60547945205	2021.61095890411	Omicron
sequence_nfeo	2021.90410958904	2021.90684931507	Delta
sequence_nfeu	2021.74520547945	2021.75068493151	Omicron
sequence_nfhz	2021.87945205479	2021.88219178082	Omicron
sequence_nfig	2021.35890410959	2021.36438356164	Alpha
sequence_nfjp	2021.30136986301	2021.30684931507	Alpha
sequence_nfkz	2021.18356164384	2021.18904109589	Omicron
sequence_nfol	2021.29589041096	2021.29863013699	Alpha
sequence_nfox	2021.95890410959	2021.96438356164	Alpha
sequence_nfpi	2021.51780821918	2021.52328767123	Omicron
sequence_nfpv	2021.55616438356	2021.55890410959	Alpha
sequence_nfsh	2021.72054794521	2021.72602739726	Omicron
sequence_nfsi	2021.41643835616	2021.42191780822	Delta
sequence_nfuw	2021.83561643836	2021.84109589041	Omicron
sequence_nfvk	2021.93698630137	2021.9397260274	Omicron
sequence_nfwm	2021.21095890411	2021.21643835616	Alpha
sequence_nfxd	2021.04657534247	2021.05205479452	Delta
sequence_nfxg	2021.92328767123	2021.92602739726	Alpha
sequence_nfxh	2021.96712328767	2021.9698630137	Delta
sequence_nfyd	2021.66849315068	2021.67123287671	Alpha
sequence_nfys	2021.54794520548	2021.55068493151	Delta
sequence_nfyx	2021.27123287671	2021.27397260274	Alpha
sequence_nfzc	2021.84109589041	2021.84383561644	Delta
sequence_ngeb	2021.8904109589	2021.89589041096	Delta
sequence_ngfo	2021.93698630137	2021.9397260274	Alpha
sequence_ngfp	2021.92876712329	2021.93150684932	Delta
sequence_ngfw	2021.80547945205	2021.81095890411	Delta
sequence_ngjh	2021.83835616438	2021.84109589041	Delta
sequence_ngks	2021.83835616438	2021.84383561644	Delta
sequence_ngqi	2021.65753424658	2021.66301369863	Delta
sequence_ngre	2021.42191780822	2021.42465753425	Delta
sequence_ngse	2021.40273972603	2021.40821917808	Alpha
sequence_ngsv	2021.72876712329	2021.73424657534	Omicron
sequence_ngti	2021.67123287671	2021.67397260274	Omicron
sequence_ngtm	2021.90684931507	2021.9095890411	Alpha
sequence_nguz	2021.90136986301	2021.90684931507	Delta
sequence_ngvt	2021.77808219178	2021.78356164384	Delta
sequence_ngxb	2021.05205479452	2021.05479452055	Delta
sequence_ngxc	2021.95342465753	2021.95616438356	Alpha
sequence_ngxf	2021.72054794521	2021.72328767123	Omicron
sequence_ngxz	2021.58630136986	2021.59178082192	Delta
sequence_nhar	2021.90410958904	2021.90684931507	Alpha
sequence_nhbs	2021.90136986301	2021.90684931507	Alpha
sequence_nhcd	2021.45205479452	2021.45753424658	Delta
sequence_nhce	2021.56438356164	2021.56712328767	Omicron
sequence_nhda	2021.0301369863	2021.03287671233	Alpha
sequence_nhdy	2021.6301369863	2021.63561643836	Omicron
sequence_nhel	2021.00273972603	2021.00821917808	Delta
sequence_nher	2021.2602739726	2021.26575342466	Delta
sequence_nhex	2021.23561643836	2021.24109589041	Omicron
sequence_nhfu	2021.78630136986	2021.79178082192	Alpha
sequence_nhfv	2021.63287671233	2021.63835616438	Alpha
sequence_nhgp	2021.90684931507	2021.9095890411	Omicron
sequence_nhmz	2021.01095890411	2021.01643835616	Alpha
sequence_nhop	2021.19178082192	2021.19726027397	Delta
sequence_nhpz	2021.87671232877	2021.88219178082	Omicron
sequence_nhqy	2021.00273972603	2021.00821917808	Delta
sequence_nhsi	2021.84931506849	2021.85479452055	Omicron
sequence_nhum	2021.92876712329	2021.93424657534	Delta
sequence_nhwk	2021.85479452055	2021.8602739726	Omicron
sequence_nhxo	2021.35342465753	2021.35890410959	Omicron
sequence_nhxr	2021.92602739726	2021.92876712329	Alpha
sequence_nibf	2021.12054794521	2021.12328767123	Delta
sequence_nibl	2021.85205479452	2021.85753424658	Omicron
sequence_nica	2021.98904109589	2021.99178082192	Delta
sequence_nicj	2021.42739726027	2021.43287671233	Alpha
sequence_nicx	2021.03287671233	2021.03561643836	Delta
sequence_nigk	2021.00821917808	2021.01095890411	Alpha
sequence_nihu	2021.33424657534	2021.33698630137	Omicron
sequence_niov	2021.61643835616	2021.61917808219	Alpha
sequence_niox	2021.13150684931	2021.13424657534	Omicron
sequence_nisr	2021.95342465753	2021.95890410959	Delta
sequence_nisv	2021.01643835616	2021.02191780822	Delta
sequence_niuk	2021.91780821918	2021.92328767123	Delta
sequence_niuw	2021.88219178082	2021.88767123288	Delta
sequence_nivl	2021.60821917808	2021.61095890411	Alpha
sequence_nixb	2021.52602739726	2021.53150684932	Omicron
sequence_nixs	2021.82739726027	2021.83287671233	Delta
sequence_nixv	2021.78082191781	2021.78630136986	Omicron
sequence_njae	2021.36438356164	2021.3698630137	Delta
sequence_njbs	2021.7698630137	2021.77534246575	Omicron
sequence_njet	2021.8301369863	2021.83561643836	Omicron
sequence_njgb	2021.21095890411	2021.21643835616	Omicron
sequence_njgp	2021.88219178082	2021.88767123288	Alpha
sequence_njka	2021.31506849315	2021.31780821918	Alpha
sequence_njko	2021.87397260274	2021.87945205479	Omicron
sequence_njlf	2021.92602739726	2021.93150684932	Delta
sequence_njlm	2021.07397260274	2021.07945205479	Delta
sequence_njmb	2021.47945205479	2021.48219178082	Delta
sequence_njmp	2021.00821917808	2021.01095890411	Alpha
sequence_njmz	2021.39726027397	2021.40273972603	Delta
sequence_njof	2021.31780821918	2021.32328767123	Alpha
sequence_njpf	2021.67671232877	2021.68219178082	Omicron
sequence_njqy	2021.45205479452	2021.45479452055	Omicron
sequence_njsd	2021.92328767123	2021.92602739726	Alpha
sequence_njuf	2021.80547945205	2021.80821917808	Omicron
sequence_njvs	2021.41369863014	2021.41917808219	Omicron
sequence_njwh	2021.09863013699	2021.10136986301	Alpha
sequence_njwz	2021.73698630137	2021.74246575342	Delta
sequence_njxf	2021.8301369863	2021.83287671233	Omicron
sequence_nkba	2021.75068493151	2021.75616438356	Alpha
sequence_nkbo	2021.83561643836	2021.84109589041	Alpha
sequence_nkcb	2021.92602739726	2021.93150684932	Alpha
sequence_nkcq	2021.82191780822	2021.82739726027	Omicron
sequence_nkeh	2021.84657534247	2021.85205479452	Delta
sequence_nkid	2021.92876712329	2021.93424657534	Omicron
sequence_nkie	2021.3397260274	2021.34520547945	Delta
sequence_nkjd	2021.28767123288	2021.29315068493	Delta
sequence_nkje	2021.83287671233	2021.83561643836	Delta
sequence_nkjg	2021.38356164384	2021.38630136986	Delta
sequence_nkjl	2021.52054794521	2021.52328767123	Omicron
sequence_nkmf	2021.80547945205	2021.81095890411	Omicron
sequence_nkmt	2021.24657534247	2021.25205479452	Delta
sequence_nkmy	2021.02739726027	2021.0301369863	Delta
sequence_nksw	2021.8904109589	2021.89589041096	Omicron
sequence_nkvi	2021.67671232877	2021.68219178082	Omicron
sequence_nkvz	2021.49863013699	2021.50136986301	Alpha
sequence_nkzg	2021.39452054795	2021.4	Omicron
sequence_nlam	2021.5698630137	2021.57260273973	Alpha
sequence_nlcg	2021.96164383562	2021.96712328767	Alpha
sequence_nley	2021.38082191781	2021.38356164384	Delta
sequence_nlfw	2021.40273972603	2021.40821917808	Omicron
sequence_nlhz	2021.1095890411	2021.11232876712	Omicron
sequence_nlib	2021.92328767123	2021.92602739726	Alpha
sequence_nlik	2021.0301369863	2021.03561643836	Delta
sequence_nljp	2021.9397260274	2021.94520547945	Omicron
sequence_nlpo	2021.92054794521	2021.92602739726	Alpha
sequence_nlqs	2021.83287671233	2021.83835616438	Alpha
sequence_nlrp	2021.69863013699	2021.70136986301	Alpha
sequence_nlsb	2021.54520547945	2021.55068493151	Alpha
sequence_nlsr	2021.92602739726	2021.92876712329	Omicron
sequence_nltj	2021.02465753425	2021.0301369863	Delta
sequence_nlvx	2021.86575342466	2021.87123287671	Delta
sequence_nlwt	2021.57808219178	2021.58356164384	Omicron
sequence_nlxh	2021.99452054795	2022	Omicron
sequence_nlxy	2021.83561643836	2021.84109589041	Delta
sequence_nlym	2021.80273972603	2021.80821917808	Omicron
sequence_nmax	2021.18356164384	2021.18630136986	Omicron
sequence_nmbk	2021.92602739726	2021.93150684932	Delta
sequence_nmcg	2021.51780821918	2021.52328767123	Alpha
sequence_nmcj	2021.91232876712	2021.91506849315	Delta
sequence_nmej	2021.78630136986	2021.78904109589	Omicron
sequence_nmeo	2021.90136986301	2021.90684931507	Delta
sequence_nmfj	2021.98356164384	2021.98904109589	Alpha
sequence_nmfq	2021.0301369863	2021.03561643836	Omicron
sequence_nmhl	2021.02739726027	2021.03287671233	Delta
sequence_nmlv	2021.87123287671	2021.87397260274	Omicron
sequence_nmpo	2021.84383561644	2021.84931506849	Alpha
sequence_nmra	2021.91232876712	2021.91506849315	Delta
sequence_nmse	2021.58082191781	2021.58630136986	Omicron
sequence_nmso	2021.55342465753	2021.55890410959	Delta
sequence_nmte	2021.92054794521	2021.92328767123	Omicron
sequence_nmtw	2021.44931506849	2021.45479452055	Omicron
sequence_nmuq	2021.41917808219	2021.42191780822	Alpha
sequence_nmus	2021.36164383562	2021.36712328767	Alpha
sequence_nmvg	2021.11232876712	2021.11780821918	Delta
sequence_nmwc	2021.64657534247	2021.64931506849	Omicron
sequence_nmzq	2021.79452054795	2021.79726027397	Omicron
sequence_nocr	2021.71506849315	2021.71780821918	Omicron
sequence_nocu	2021.37534246575	2021.38082191781	Alpha
sequence_nofu	2021.53424657534	2021.5397260274	Alpha
sequence_nofw	2021.44109589041	2021.44657534247	Omicron
sequence_nohf	2021.93698630137	2021.94246575342	Alpha
sequence_nojh	2021.87123287671	2021.87671232877	Omicron
sequence_nokz	2021.87397260274	2021.87671232877	Omicron
sequence_nolk	2021.11232876712	2021.11506849315	Alpha
sequence_noly	2021.03287671233	2021.03835616438	Delta
sequence_nopi	2021.26575342466	2021.27123287671	Omicron
sequence_notq	2021.6	2021.60547945205	Alpha
sequence_noxr	2021.31232876712	2021.31506849315	Alpha
sequence_noyc	2021.89589041096	2021.89863013699	Delta
sequence_noyd	2021.93150684932	2021.93698630137	Alpha
sequence_noyk	2021.3095890411	2021.31506849315	Omicron
sequence_nozw	2021.41643835616	2021.41917808219	Alpha
sequence_npac	2021.92054794521	2021.92602739726	Delta
sequence_npcu	2021.92876712329	2021.93150684932	Omicron
sequence_nped	2021.09315068493	2021.09589041096	Omicron
sequence_nplc	2021.33698630137	2021.34246575342	Omicron
sequence_npoi	2021.96712328767	2021.97260273973	Omicron
sequence_npqc	2021.70684931507	2021.71232876712	Alpha
sequence_npsc	2021.42465753425	2021.42739726027	Delta
sequence_npsq	2021.6602739726	2021.66575342466	Delta
sequence_npvl	2021.85753424658	2021.86301369863	Omicron
sequence_npwb	2021.75616438356	2021.76164383562	Alpha
sequence_npxi	2021.98904109589	2021.99178082192	Omicron
sequence_npxy	2021.59178082192	2021.59452054795	Delta
sequence_npzo	2021.22465753425	2021.22739726027	Alpha
sequence_nqae	2021.33698630137	2021.3397260274	Alpha
sequence_nqaz	2021.83561643836	2021.84109589041	Omicron
sequence_nqck	2021.69589041096	2021.69863013699	Omicron
sequence_nqej	2021.89863013699	2021.90410958904	Delta
sequence_nqez	2021.41095890411	2021.41643835616	Alpha
sequence_nqfe	2021.85479452055	2021.8602739726	Delta
sequence_nqgd	2021.83287671233	2021.83561643836	Omicron
sequence_nqjy	2021.84109589041	2021.84657534247	Omicron
sequence_nqlj	2021.98904109589	2021.99178082192	Delta
sequence_nqls	2021.11506849315	2021.12054794521	Omicron
sequence_nqoj	2021.95616438356	2021.95890410959	Alpha
sequence_nqor	2021.96712328767	2021.97260273973	Alpha
sequence_nqph	2021.84931506849	2021.85479452055	Alpha
sequence_nqpw	2021.80547945205	2021.81095890411	Alpha
sequence_nqpz	2021.2	2021.20547945205	Delta
sequence_nqru	2021.85753424658	2021.86301369863	Omicron
sequence_nqrw	2021.61643835616	2021.62191780822	Delta
sequence_nqse	2021.82465753425	2021.8301369863	Alpha
sequence_nqtb	2021.37808219178	2021.38356164384	Alpha
sequence_nqte	2021.8904109589	2021.89589041096	Omicron
sequence_nqtk	2021.92328767123	2021.92602739726	Delta
sequence_nqzv	2021.98630136986	2021.98904109589	Alpha
sequence_nrcz	2021.64657534247	2021.64931506849	Alpha
sequence_nrdj	2021.59726027397	2021.60273972603	Alpha
sequence_nrek	2021.83835616438	2021.84109589041	Alpha
sequence_nrfg	2021.18630136986	2021.19178082192	Delta
sequence_nrhm	2021.81095890411	2021.81369863014	Delta
sequence_nris	2021.36438356164	2021.3698630137	Omicron
sequence_nrmf	2021.6301369863	2021.63287671233	Alpha
sequence_nrms	2021.4	2021.40273972603	Omicron
sequence_nrom	2021.89315068493	2021.89589041096	Delta
sequence_nrpt	2021.30136986301	2021.30410958904	Omicron
sequence_nrpv	2021.13698630137	2021.1397260274	Delta
sequence_nrqc	2021.14520547945	2021.15068493151	Omicron
sequence_nrth	2021.36438356164	2021.36712328767	Delta
sequence_nrua	2021.76712328767	2021.7698630137	Alpha
sequence_nrum	2021.91506849315	2021.92054794521	Omicron
sequence_nruv	2021.74246575342	2021.74794520548	Omicron
sequence_nrwu	2021.2904109589	2021.29315068493	Alpha
sequence_nrze	2021.59178082192	2021.59452054795	Omicron
sequence_nsam	2021.21369863014	2021.21643835616	Alpha
sequence_nsbh	2021.93150684932	2021.93424657534	Alpha
sequence_nsbl	2021.67671232877	2021.67945205479	Delta
sequence_nsby	2021.76164383562	2021.76438356164	Alpha
sequence_nsdr	2021.97534246575	2021.98082191781	Omicron
sequence_nsip	2021.92876712329	2021.93150684932	Alpha
sequence_nsji	2021.30410958904	2021.30684931507	Alpha
sequence_nsli	2021.58082191781	2021.58630136986	Omicron
sequence_nsly	2021.02191780822	2021.02465753425	Omicron
sequence_nsmd	2021.17260273973	2021.17534246575	Alpha
sequence_nsmx	2021.9698630137	2021.97260273973	Omicron
